거주지역별,성별,연령대별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
중구,여자,60~69세,일반가구수,,,1249,1342,1395,1531
중구,여자,70~79세,일반가구수,,,866,937,1009,1075
중구,여자,80세이상,일반가구수,,,345,381,413,494
동구,총계,총계,일반가구수,,,17499,17427,17071,16690
동구,총계,30세미만,일반가구수,,,179,172,169,171
동구,총계,30~39세,일반가구수,,,2235,2092,1820,1547
동구,총계,40~49세,일반가구수,,,3629,3601,3443,3317
동구,총계,50~59세,일반가구수,,,4161,3979,3904,3785
동구,총계,60~69세,일반가구수,,,3775,3868,3879,3890
동구,총계,70~79세,일반가구수,,,2695,2835,2916,2918
동구,총계,80세이상,일반가구수,,,825,880,940,1062
동구,남자,총계,일반가구수,,,12889,12703,12307,11903
동구,남자,30세미만,일반가구수,,,121,105,112,103
동구,남자,30~39세,일반가구수,,,1829,1681,1449,1214
동구,남자,40~49세,일반가구수,,,2897,2875,2710,2616
동구,남자,50~59세,일반가구수,,,3152,2998,2937,2833
동구,남자,60~69세,일반가구수,,,2706,2737,2717,2712
동구,남자,70~79세,일반가구수,,,1747,1828,1870,1858
동구,남자,80세이상,일반가구수,,,437,479,512,567
동구,여자,총계,일반가구수,,,4610,4724,4764,4787
동구,여자,30세미만,일반가구수,,,58,67,57,68
동구,여자,30~39세,일반가구수,,,406,411,371,333
동구,여자,40~49세,일반가구수,,,732,726,733,701
동구,여자,50~59세,일반가구수,,,1009,981,967,952
동구,여자,60~69세,일반가구수,,,1069,1131,1162,1178
동구,여자,70~79세,일반가구수,,,948,1007,1046,1060
동구,여자,80세이상,일반가구수,,,388,401,428,495
남구,총계,총계,일반가구수,,,86473,86936,,
남구,총계,30세미만,일반가구수,,,1450,1497,,
남구,총계,30~39세,일반가구수,,,10426,10124,,
남구,총계,40~49세,일반가구수,,,18346,18002,,
남구,총계,50~59세,일반가구수,,,23349,22993,,
남구,총계,60~69세,일반가구수,,,18406,18866,,
남구,총계,70~79세,일반가구수,,,11356,12008,,
남구,총계,80세이상,일반가구수,,,3140,3446,,
남구,남자,총계,일반가구수,,,63134,62924,,
남구,남자,30세미만,일반가구수,,,887,913,,
남구,남자,30~39세,일반가구수,,,8032,7774,,
남구,남자,40~49세,일반가구수,,,14054,13731,,
남구,남자,50~59세,일반가구수,,,17145,16708,,
남구,남자,60~69세,일반가구수,,,13345,13581,,
남구,남자,70~79세,일반가구수,,,7809,8192,,
남구,남자,80세이상,일반가구수,,,1862,2025,,
남구,여자,총계,일반가구수,,,23339,24012,,
남구,여자,30세미만,일반가구수,,,563,584,,
남구,여자,30~39세,일반가구수,,,2394,2350,,
남구,여자,40~49세,일반가구수,,,4292,4271,,
남구,여자,50~59세,일반가구수,,,6204,6285,,
남구,여자,60~69세,일반가구수,,,5061,5285,,
남구,여자,70~79세,일반가구수,,,3547,3816,,
남구,여자,80세이상,일반가구수,,,1278,1421,,
연수구,총계,총계,일반가구수,,,66258,71002,74963,81864
연수구,총계,30세미만,일반가구수,,,775,872,944,1065
연수구,총계,30~39세,일반가구수,,,9433,10006,10445,11680
연수구,총계,40~49세,일반가구수,,,19427,20491,21211,22592
연수구,총계,50~59세,일반가구수,,,21665,22829,23525,24894
연수구,총계,60~69세,일반가구수,,,9610,10822,12226,14203
연수구,총계,70~79세,일반가구수,,,4113,4604,5025,5574
연수구,총계,80세이상,일반가구수,,,1235,1378,1587,1856
연수구,남자,총계,일반가구수,,,52991,56447,59108,63933
연수구,남자,30세미만,일반가구수,,,472,543,577,611
연수구,남자,30~39세,일반가구수,,,7677,8050,8306,9184
연수구,남자,40~49세,일반가구수,,,15812,16620,17145,18193
연수구,남자,50~59세,일반가구수,,,17761,18591,18934,19795
연수구,남자,60~69세,일반가구수,,,7657,8573,9680,11174
연수구,남자,70~79세,일반가구수,,,2864,3237,3513,3888
연수구,남자,80세이상,일반가구수,,,748,833,953,1088
연수구,여자,총계,일반가구수,,,13267,14555,15855,17931
연수구,여자,30세미만,일반가구수,,,303,329,367,454
연수구,여자,30~39세,일반가구수,,,1756,1956,2139,2496
연수구,여자,40~49세,일반가구수,,,3615,3871,4066,4399
연수구,여자,50~59세,일반가구수,,,3904,4238,4591,5099
연수구,여자,60~69세,일반가구수,,,1953,2249,2546,3029
연수구,여자,70~79세,일반가구수,,,1249,1367,1512,1686
연수구,여자,80세이상,일반가구수,,,487,545,634,768
남동구,총계,총계,일반가구수,,,109901,112392,114376,114112
남동구,총계,30세미만,일반가구수,,,1753,1728,1776,1709
남동구,총계,30~39세,일반가구수,,,16537,16151,15476,13775
남동구,총계,40~49세,일반가구수,,,28901,29018,28519,27613
남동구,총계,50~59세,일반가구수,,,32712,33033,33367,33277
남동구,총계,60~69세,일반가구수,,,18935,20210,21721,22992
남동구,총계,70~79세,일반가구수,,,8826,9693,10586,11367
남동구,총계,80세이상,일반가구수,,,2237,2559,2931,3379
남동구,남자,총계,일반가구수,,,83739,84866,85546,84370
남동구,남자,30세미만,일반가구수,,,1056,1020,1051,987
남동구,남자,30~39세,일반가구수,,,13187,12794,12056,10552
남동구,남자,40~49세,일반가구수,,,23067,23058,22562,21691
남동구,남자,50~59세,일반가구수,,,25117,25043,25112,24897
남동구,남자,60~69세,일반가구수,,,14079,14989,15986,16736
남동구,남자,70~79세,일반가구수,,,5962,6490,7101,7577
남동구,남자,80세이상,일반가구수,,,1271,1472,1678,1930
남동구,여자,총계,일반가구수,,,26162,27526,28830,29742
남동구,여자,30세미만,일반가구수,,,697,708,725,722
남동구,여자,30~39세,일반가구수,,,3350,3357,3420,3223
남동구,여자,40~49세,일반가구수,,,5834,5960,5957,5922
남동구,여자,50~59세,일반가구수,,,7595,7990,8255,8380
남동구,여자,60~69세,일반가구수,,,4856,5221,5735,6256
남동구,여자,70~79세,일반가구수,,,2864,3203,3485,3790
남동구,여자,80세이상,일반가구수,,,966,1087,1253,1449
부평구,총계,총계,일반가구수,,,118161,116435,115108,113064
부평구,총계,30세미만,일반가구수,,,1840,1778,1781,1599
부평구,총계,30~39세,일반가구수,,,16927,15608,14242,12775
부평구,총계,40~49세,일반가구수,,,28442,27248,25802,24355
부평구,총계,50~59세,일반가구수,,,35768,34948,34507,33681
부평구,총계,60~69세,일반가구수,,,21200,22002,22943,24008
부평구,총계,70~79세,일반가구수,,,10835,11432,12042,12436
부평구,총계,80세이상,일반가구수,,,3149,3419,3791,4210
부평구,남자,총계,일반가구수,,,89579,87335,85334,82690
부평구,남자,30세미만,일반가구수,,,1147,1064,1077,939
부평구,남자,30~39세,일반가구수,,,13466,12315,11041,9684
부평구,남자,40~49세,일반가구수,,,22510,21393,20115,18829
부평구,남자,50~59세,일반가구수,,,27556,26711,26125,25153
부평구,남자,60~69세,일반가구수,,,15778,16251,16725,17349
부평구,남자,70~79세,일반가구수,,,7217,7597,8039,8331
부평구,남자,80세이상,일반가구수,,,1905,2004,2212,2405
부평구,여자,총계,일반가구수,,,28582,29100,29774,30374
부평구,여자,30세미만,일반가구수,,,693,714,704,660
부평구,여자,30~39세,일반가구수,,,3461,3293,3201,3091
부평구,여자,40~49세,일반가구수,,,5932,5855,5687,5526
부평구,여자,50~59세,일반가구수,,,8212,8237,8382,8528
부평구,여자,60~69세,일반가구수,,,5422,5751,6218,6659
부평구,여자,70~79세,일반가구수,,,3618,3835,4003,4105
부평구,여자,80세이상,일반가구수,,,1244,1415,1579,1805
계양구,총계,총계,일반가구수,,,74112,74275,73275,72292
계양구,총계,30세미만,일반가구수,,,1207,1173,1133,1043
계양구,총계,30~39세,일반가구수,,,10397,9788,8883,7818
계양구,총계,40~49세,일반가구수,,,19074,18202,16892,15851
계양구,총계,50~59세,일반가구수,,,25242,25340,25003,24402
계양구,총계,60~69세,일반가구수,,,11599,12597,13607,14862
계양구,총계,70~79세,일반가구수,,,5047,5475,5845,6216
계양구,총계,80세이상,일반가구수,,,1546,1700,1912,2100
계양구,남자,총계,일반가구수,,,56305,55764,54283,52926
계양구,남자,30세미만,일반가구수,,,754,708,667,585
계양구,남자,30~39세,일반가구수,,,8242,7627,6837,5911
계양구,남자,40~49세,일반가구수,,,14925,14137,13009,12121
계양구,남자,50~59세,일반가구수,,,19574,19325,18800,18145
계양구,남자,60~69세,일반가구수,,,8689,9488,10171,11042
계양구,남자,70~79세,일반가구수,,,3260,3524,3760,3982
계양구,남자,80세이상,일반가구수,,,861,955,1039,1140
계양구,여자,총계,일반가구수,,,17807,18511,18992,19366
계양구,여자,30세미만,일반가구수,,,453,465,466,458
계양구,여자,30~39세,일반가구수,,,2155,2161,2046,1907
계양구,여자,40~49세,일반가구수,,,4149,4065,3883,3730
계양구,여자,50~59세,일반가구수,,,5668,6015,6203,6257
계양구,여자,60~69세,일반가구수,,,2910,3109,3436,3820
계양구,여자,70~79세,일반가구수,,,1787,1951,2085,2234
계양구,여자,80세이상,일반가구수,,,685,745,873,960
서구,총계,총계,일반가구수,,,99695,105494,116664,118621
서구,총계,30세미만,일반가구수,,,1248,1549,1960,1868
서구,총계,30~39세,일반가구수,,,15274,15870,18576,17528
서구,총계,40~49세,일반가구수,,,29574,30426,32039,31656
서구,총계,50~59세,일반가구수,,,30437,31950,34899,35818
서구,총계,60~69세,일반가구수,,,15062,16697,19033,20685
서구,총계,70~79세,일반가구수,,,6449,7132,8020,8681
서구,총계,80세이상,일반가구수,,,1651,1870,2137,2385
서구,남자,총계,일반가구수,,,78414,82035,89916,90714
서구,남자,30세미만,일반가구수,,,758,944,1186,1081
서구,남자,30~39세,일반가구수,,,12203,12687,14785,13770
서구,남자,40~49세,일반가구수,,,24171,24480,25547,25230
서구,남자,50~59세,일반가구수,,,24336,25203,27229,27719
서구,남자,60~69세,일반가구수,,,11545,12724,14437,15583
서구,남자,70~79세,일반가구수,,,4426,4881,5481,5923
서구,남자,80세이상,일반가구수,,,975,1116,1251,1408
서구,여자,총계,일반가구수,,,21281,23459,26748,27907
서구,여자,30세미만,일반가구수,,,490,605,774,787
서구,여자,30~39세,일반가구수,,,3071,3183,3791,3758
서구,여자,40~49세,일반가구수,,,5403,5946,6492,6426
서구,여자,50~59세,일반가구수,,,6101,6747,7670,8099
서구,여자,60~69세,일반가구수,,,3517,3973,4596,5102
서구,여자,70~79세,일반가구수,,,2023,2251,2539,2758
서구,여자,80세이상,일반가구수,,,676,754,886,977
미추홀구,총계,총계,일반가구수,,,,,83920,82849
미추홀구,총계,30세미만,일반가구수,,,,,1325,1351
미추홀구,총계,30~39세,일반가구수,,,,,9046,8021
미추홀구,총계,40~49세,일반가구수,,,,,16957,16216
미추홀구,총계,50~59세,일반가구수,,,,,22060,21344
미추홀구,총계,60~69세,일반가구수,,,,,18640,19079
미추홀구,총계,70~79세,일반가구수,,,,,12105,12534
미추홀구,총계,80세이상,일반가구수,,,,,3787,4304
미추홀구,남자,총계,일반가구수,,,,,60113,58696
미추홀구,남자,30세미만,일반가구수,,,,,790,810
미추홀구,남자,30~39세,일반가구수,,,,,6871,6031
미추홀구,남자,40~49세,일반가구수,,,,,12884,12294
미추홀구,남자,50~59세,일반가구수,,,,,15912,15233
미추홀구,남자,60~69세,일반가구수,,,,,13261,13394
미추홀구,남자,70~79세,일반가구수,,,,,8172,8400
미추홀구,남자,80세이상,일반가구수,,,,,2223,2534
미추홀구,여자,총계,일반가구수,,,,,23807,24153
미추홀구,여자,30세미만,일반가구수,,,,,535,541
미추홀구,여자,30~39세,일반가구수,,,,,2175,1990
미추홀구,여자,40~49세,일반가구수,,,,,4073,3922
미추홀구,여자,50~59세,일반가구수,,,,,6148,6111
미추홀구,여자,60~69세,일반가구수,,,,,5379,5685
미추홀구,여자,70~79세,일반가구수,,,,,3933,4134
미추홀구,여자,80세이상,일반가구수,,,,,1564,1770
강화군,총계,총계,일반가구수,,,17408,18188,18723,19138
강화군,총계,30세미만,일반가구수,,,121,148,161,165
강화군,총계,30~39세,일반가구수,,,805,812,801,779
강화군,총계,40~49세,일반가구수,,,2210,2204,2233,2195
강화군,총계,50~59세,일반가구수,,,4198,4262,4260,4181
강화군,총계,60~69세,일반가구수,,,4628,4836,5070,5353
강화군,총계,70~79세,일반가구수,,,3852,4129,4213,4310
강화군,총계,80세이상,일반가구수,,,1594,1797,1985,2155
강화군,남자,총계,일반가구수,,,13154,13658,13920,14103
강화군,남자,30세미만,일반가구수,,,76,87,98,99
강화군,남자,30~39세,일반가구수,,,599,598,585,556
강화군,남자,40~49세,일반가구수,,,1699,1696,1701,1644
강화군,남자,50~59세,일반가구수,,,3265,3269,3217,3099
강화군,남자,60~69세,일반가구수,,,3629,3765,3920,4133
강화군,남자,70~79세,일반가구수,,,2850,3065,3094,3155
강화군,남자,80세이상,일반가구수,,,1036,1178,1305,1417
강화군,여자,총계,일반가구수,,,4254,4530,4803,5035
강화군,여자,30세미만,일반가구수,,,45,61,63,66
강화군,여자,30~39세,일반가구수,,,206,214,216,223
강화군,여자,40~49세,일반가구수,,,511,508,532,551
강화군,여자,50~59세,일반가구수,,,933,993,1043,1082
강화군,여자,60~69세,일반가구수,,,999,1071,1150,1220
강화군,여자,70~79세,일반가구수,,,1002,1064,1119,1155
강화군,여자,80세이상,일반가구수,,,558,619,680,738
옹진군,총계,총계,일반가구수,,,4790,4966,5120,5158
옹진군,총계,30세미만,일반가구수,,,85,86,84,78
옹진군,총계,30~39세,일반가구수,,,307,357,338,299
옹진군,총계,40~49세,일반가구수,,,644,614,637,621
옹진군,총계,50~59세,일반가구수,,,1262,1280,1267,1241
옹진군,총계,60~69세,일반가구수,,,1205,1266,1369,1422
옹진군,총계,70~79세,일반가구수,,,870,931,960,1008
옹진군,총계,80세이상,일반가구수,,,417,432,465,489
옹진군,남자,총계,일반가구수,,,3574,3719,3816,3791
옹진군,남자,30세미만,일반가구수,,,66,69,64,60
옹진군,남자,30~39세,일반가구수,,,236,294,279,252
옹진군,남자,40~49세,일반가구수,,,524,497,530,491
옹진군,남자,50~59세,일반가구수,,,977,975,963,936
옹진군,남자,60~69세,일반가구수,,,931,987,1062,1085
옹진군,남자,70~79세,일반가구수,,,619,659,664,707
옹진군,남자,80세이상,일반가구수,,,221,238,254,260
옹진군,여자,총계,일반가구수,,,1216,1247,1304,1367
옹진군,여자,30세미만,일반가구수,,,19,...,...,...
옹진군,여자,30~39세,일반가구수,,,71,63,59,47
옹진군,여자,40~49세,일반가구수,,,120,117,107,130
옹진군,여자,50~59세,일반가구수,,,285,305,304,305
옹진군,여자,60~69세,일반가구수,,,274,279,307,337
옹진군,여자,70~79세,일반가구수,,,251,272,296,301
옹진군,여자,80세이상,일반가구수,,,196,194,211,229
광주광역시,총계,총계,일반가구수,,322530,324437,328263,333853,338980
광주광역시,총계,30세미만,일반가구수,,6537,5433,5489,6024,6154
광주광역시,총계,30~39세,일반가구수,,48565,46113,44261,44135,42306
광주광역시,총계,40~49세,일반가구수,,88630,86644,85935,84006,83239
광주광역시,총계,50~59세,일반가구수,,84325,87013,88015,90116,91235
광주광역시,총계,60~69세,일반가구수,,53397,55818,57907,60095,63262
광주광역시,총계,70~79세,일반가구수,,32504,33813,35937,37665,39481
광주광역시,총계,80세이상,일반가구수,,8572,9603,10719,11812,13303
광주광역시,남자,총계,일반가구수,,238577,237958,238242,239840,240990
광주광역시,남자,30세미만,일반가구수,,3822,3209,3215,3442,3529
광주광역시,남자,30~39세,일반가구수,,36135,34109,32489,32204,30635
광주광역시,남자,40~49세,일반가구수,,68117,65889,64465,62373,61004
광주광역시,남자,50~59세,일반가구수,,64121,65582,65748,66638,66955
광주광역시,남자,60~69세,일반가구수,,39185,40534,41723,42892,44682
광주광역시,남자,70~79세,일반가구수,,22156,22959,24243,25298,26293
광주광역시,남자,80세이상,일반가구수,,5041,5676,6359,6993,7892
광주광역시,여자,총계,일반가구수,,83953,86479,90021,94013,97990
광주광역시,여자,30세미만,일반가구수,,2715,2224,2274,2582,2625
광주광역시,여자,30~39세,일반가구수,,12430,12004,11772,11931,11671
광주광역시,여자,40~49세,일반가구수,,20513,20755,21470,21633,22235
광주광역시,여자,50~59세,일반가구수,,20204,21431,22267,23478,24280
광주광역시,여자,60~69세,일반가구수,,14212,15284,16184,17203,18580
광주광역시,여자,70~79세,일반가구수,,10348,10854,11694,12367,13188
광주광역시,여자,80세이상,일반가구수,,3531,3927,4360,4819,5411
동구,총계,총계,일반가구수,,,22012,22487,22604,23955
동구,총계,30세미만,일반가구수,,,421,435,449,504
동구,총계,30~39세,일반가구수,,,2133,2177,2146,2477
동구,총계,40~49세,일반가구수,,,3510,3616,3588,3954
동구,총계,50~59세,일반가구수,,,5227,5128,5040,5198
동구,총계,60~69세,일반가구수,,,5221,5307,5327,5506
동구,총계,70~79세,일반가구수,,,4119,4300,4398,4490
동구,총계,80세이상,일반가구수,,,1381,1524,1656,1826
동구,남자,총계,일반가구수,,,15501,15710,15655,16374
동구,남자,30세미만,일반가구수,,,230,247,244,280
동구,남자,30~39세,일반가구수,,,1475,1534,1475,1673
동구,남자,40~49세,일반가구수,,,2536,2564,2549,2730
동구,남자,50~59세,일반가구수,,,3717,3613,3535,3595
동구,남자,60~69세,일반가구수,,,3726,3755,3734,3816
동구,남자,70~79세,일반가구수,,,2922,2987,3011,3071
동구,남자,80세이상,일반가구수,,,895,1010,1107,1209
동구,여자,총계,일반가구수,,,6511,6777,6949,7581
동구,여자,30세미만,일반가구수,,,191,188,205,224
동구,여자,30~39세,일반가구수,,,658,643,671,804
동구,여자,40~49세,일반가구수,,,974,1052,1039,1224
동구,여자,50~59세,일반가구수,,,1510,1515,1505,1603
동구,여자,60~69세,일반가구수,,,1495,1552,1593,1690
동구,여자,70~79세,일반가구수,,,1197,1313,1387,1419
동구,여자,80세이상,일반가구수,,,486,514,549,617
서구,총계,총계,일반가구수,,,70133,69934,71367,71918
서구,총계,30세미만,일반가구수,,,1073,1042,1191,1214
서구,총계,30~39세,일반가구수,,,9224,8493,8709,8082
서구,총계,40~49세,일반가구수,,,19538,18927,18295,17588
서구,총계,50~59세,일반가구수,,,19410,19418,20008,20325
서구,총계,60~69세,일반가구수,,,12174,12640,13125,13848
서구,총계,70~79세,일반가구수,,,6826,7316,7730,8210
서구,총계,80세이상,일반가구수,,,1888,2098,2309,2651
서구,남자,총계,일반가구수,,,51403,50739,51128,50820
서구,남자,30세미만,일반가구수,,,639,599,654,655
서구,남자,30~39세,일반가구수,,,6729,6095,6223,5694
서구,남자,40~49세,일반가구수,,,14770,14111,13399,12697
서구,남자,50~59세,일반가구수,,,14591,14509,14827,14908
서구,남자,60~69세,일반가구수,,,8884,9195,9424,9800
서구,남자,70~79세,일반가구수,,,4654,4971,5203,5486
서구,남자,80세이상,일반가구수,,,1136,1259,1398,1580
서구,여자,총계,일반가구수,,,18730,19195,20239,21098
서구,여자,30세미만,일반가구수,,,434,443,537,559
서구,여자,30~39세,일반가구수,,,2495,2398,2486,2388
서구,여자,40~49세,일반가구수,,,4768,4816,4896,4891
서구,여자,50~59세,일반가구수,,,4819,4909,5181,5417
서구,여자,60~69세,일반가구수,,,3290,3445,3701,4048
서구,여자,70~79세,일반가구수,,,2172,2345,2527,2724
서구,여자,80세이상,일반가구수,,,752,839,911,1071
남구,총계,총계,일반가구수,,,49819,50880,50777,52082
남구,총계,30세미만,일반가구수,,,755,764,778,802
남구,총계,30~39세,일반가구수,,,5842,5881,5603,5661
남구,총계,40~49세,일반가구수,,,11032,11233,10902,11246
남구,총계,50~59세,일반가구수,,,13234,13191,12975,12797
남구,총계,60~69세,일반가구수,,,10466,10639,10825,11201
남구,총계,70~79세,일반가구수,,,6628,7098,7420,7763
남구,총계,80세이상,일반가구수,,,1862,2074,2274,2612
남구,남자,총계,일반가구수,,,35574,35906,35380,36015
남구,남자,30세미만,일반가구수,,,405,416,409,416
남구,남자,30~39세,일반가구수,,,4165,4164,3872,3885
남구,남자,40~49세,일반가구수,,,8121,8137,7838,8027
남구,남자,50~59세,일반가구수,,,9696,9552,9261,9042
남구,남자,60~69세,일반가구수,,,7563,7595,7672,7884
남구,남자,70~79세,일반가구수,,,4566,4868,5034,5219
남구,남자,80세이상,일반가구수,,,1058,1174,1294,1542
남구,여자,총계,일반가구수,,,14245,14974,15397,16067
남구,여자,30세미만,일반가구수,,,350,348,369,386
남구,여자,30~39세,일반가구수,,,1677,1717,1731,1776
남구,여자,40~49세,일반가구수,,,2911,3096,3064,3219
남구,여자,50~59세,일반가구수,,,3538,3639,3714,3755
남구,여자,60~69세,일반가구수,,,2903,3044,3153,3317
남구,여자,70~79세,일반가구수,,,2062,2230,2386,2544
남구,여자,80세이상,일반가구수,,,804,900,980,1070
북구,총계,총계,일반가구수,,,98155,99006,101897,102014
북구,총계,30세미만,일반가구수,,,1684,1711,1932,1914
북구,총계,30~39세,일반가구수,,,13158,12631,13195,12368
북구,총계,40~49세,일반가구수,,,23851,23387,23118,22529
북구,총계,50~59세,일반가구수,,,27454,27510,28147,27855
북구,총계,60~69세,일반가구수,,,18365,19098,19827,20715
북구,총계,70~79세,일반가구수,,,10721,11370,12026,12555
북구,총계,80세이상,일반가구수,,,2922,3299,3652,4078
북구,남자,총계,일반가구수,,,71573,71281,72559,71940
북구,남자,30세미만,일반가구수,,,995,998,1095,1116
북구,남자,30~39세,일반가구수,,,9690,9215,9636,9006
북구,남자,40~49세,일반가구수,,,17827,17256,16863,16279
북구,남자,50~59세,일반가구수,,,20551,20302,20498,20087
북구,남자,60~69세,일반가구수,,,13476,13862,14190,14664
북구,남자,70~79세,일반가구수,,,7286,7671,8097,8348
북구,남자,80세이상,일반가구수,,,1748,1977,2180,2440
북구,여자,총계,일반가구수,,,26582,27725,29338,30074
북구,여자,30세미만,일반가구수,,,689,713,837,798
북구,여자,30~39세,일반가구수,,,3468,3416,3559,3362
북구,여자,40~49세,일반가구수,,,6024,6131,6255,6250
북구,여자,50~59세,일반가구수,,,6903,7208,7649,7768
북구,여자,60~69세,일반가구수,,,4889,5236,5637,6051
북구,여자,70~79세,일반가구수,,,3435,3699,3929,4207
북구,여자,80세이상,일반가구수,,,1174,1322,1472,1638
광산구,총계,총계,일반가구수,,,84318,85956,87208,89011
광산구,총계,30세미만,일반가구수,,,1500,1537,1674,1720
광산구,총계,30~39세,일반가구수,,,15756,15079,14482,13718
광산구,총계,40~49세,일반가구수,,,28713,28772,28103,27922
광산구,총계,50~59세,일반가구수,,,21688,22768,23946,25060
광산구,총계,60~69세,일반가구수,,,9592,10223,10991,11992
광산구,총계,70~79세,일반가구수,,,5519,5853,6091,6463
광산구,총계,80세이상,일반가구수,,,1550,1724,1921,2136
광산구,남자,총계,일반가구수,,,63907,64606,65118,65841
광산구,남자,30세미만,일반가구수,,,940,955,1040,1062
광산구,남자,30~39세,일반가구수,,,12050,11481,10998,10377
광산구,남자,40~49세,일반가구수,,,22635,22397,21724,21271
광산구,남자,50~59세,일반가구수,,,17027,17772,18517,19323
광산구,남자,60~69세,일반가구수,,,6885,7316,7872,8518
광산구,남자,70~79세,일반가구수,,,3531,3746,3953,4169
광산구,남자,80세이상,일반가구수,,,839,939,1014,1121
광산구,여자,총계,일반가구수,,,20411,21350,22090,23170
광산구,여자,30세미만,일반가구수,,,560,582,634,658
광산구,여자,30~39세,일반가구수,,,3706,3598,3484,3341
광산구,여자,40~49세,일반가구수,,,6078,6375,6379,6651
광산구,여자,50~59세,일반가구수,,,4661,4996,5429,5737
광산구,여자,60~69세,일반가구수,,,2707,2907,3119,3474
광산구,여자,70~79세,일반가구수,,,1988,2107,2138,2294
광산구,여자,80세이상,일반가구수,,,711,785,907,1015
대전광역시,총계,총계,일반가구수,,320654,320525,320407,325228,326384
대전광역시,총계,30세미만,일반가구수,,6103,4653,4748,5152,5156
대전광역시,총계,30~39세,일반가구수,,43760,41418,38721,38401,35972
대전광역시,총계,40~49세,일반가구수,,85514,83606,81500,79282,76425
대전광역시,총계,50~59세,일반가구수,,89943,89703,88760,90240,90740
대전광역시,총계,60~69세,일반가구수,,55959,59509,62331,64799,67695
대전광역시,총계,70~79세,일반가구수,,30927,32019,33698,35374,37015
대전광역시,총계,80세이상,일반가구수,,8448,9617,10649,11980,13381
대전광역시,남자,총계,일반가구수,,247434,245800,242720,243338,241640
대전광역시,남자,30세미만,일반가구수,,3664,2861,2907,3056,2990
대전광역시,남자,30~39세,일반가구수,,34027,32137,29683,29185,27051
대전광역시,남자,40~49세,일반가구수,,69042,66948,64252,61546,58724
대전광역시,남자,50~59세,일반가구수,,71097,70397,68982,69315,69208
대전광역시,남자,60~69세,일반가구수,,42717,45217,47020,48491,50109
대전광역시,남자,70~79세,일반가구수,,21698,22378,23406,24452,25434
대전광역시,남자,80세이상,일반가구수,,5189,5862,6470,7293,8124
대전광역시,여자,총계,일반가구수,,73220,74725,77687,81890,84744
대전광역시,여자,30세미만,일반가구수,,2439,1792,1841,2096,2166
대전광역시,여자,30~39세,일반가구수,,9733,9281,9038,9216,8921
대전광역시,여자,40~49세,일반가구수,,16472,16658,17248,17736,17701
대전광역시,여자,50~59세,일반가구수,,18846,19306,19778,20925,21532
대전광역시,여자,60~69세,일반가구수,,13242,14292,15311,16308,17586
대전광역시,여자,70~79세,일반가구수,,9229,9641,10292,10922,11581
대전광역시,여자,80세이상,일반가구수,,3259,3755,4179,4687,5257
동구,총계,총계,일반가구수,,,49726,49711,50011,51068
동구,총계,30세미만,일반가구수,,,800,823,875,865
동구,총계,30~39세,일반가구수,,,5948,5530,5162,5078
동구,총계,40~49세,일반가구수,,,10560,10523,10259,10196
동구,총계,50~59세,일반가구수,,,12763,12420,12540,12762
동구,총계,60~69세,일반가구수,,,10674,10963,11241,11682
동구,총계,70~79세,일반가구수,,,6936,7182,7415,7690
동구,총계,80세이상,일반가구수,,,2045,2270,2519,2795
동구,남자,총계,일반가구수,,,36909,36544,36433,36815
동구,남자,30세미만,일반가구수,,,495,528,535,521
동구,남자,30~39세,일반가구수,,,4686,4287,3978,3900
동구,남자,40~49세,일반가구수,,,8380,8249,7950,7826
동구,남자,50~59세,일반가구수,,,9631,9315,9350,9453
동구,남자,60~69세,일반가구수,,,7785,7978,8126,8301
동구,남자,70~79세,일반가구수,,,4683,4806,4970,5122
동구,남자,80세이상,일반가구수,,,1249,1381,1524,1692
동구,여자,총계,일반가구수,,,12817,13167,13578,14253
동구,여자,30세미만,일반가구수,,,305,295,340,344
동구,여자,30~39세,일반가구수,,,1262,1243,1184,1178
동구,여자,40~49세,일반가구수,,,2180,2274,2309,2370
동구,여자,50~59세,일반가구수,,,3132,3105,3190,3309
동구,여자,60~69세,일반가구수,,,2889,2985,3115,3381
동구,여자,70~79세,일반가구수,,,2253,2376,2445,2568
동구,여자,80세이상,일반가구수,,,796,889,995,1103
중구,총계,총계,일반가구수,,,56644,56647,56501,55721
중구,총계,30세미만,일반가구수,,,639,715,739,677
중구,총계,30~39세,일반가구수,,,6188,5724,5349,4546
중구,총계,40~49세,일반가구수,,,12788,12470,11941,11283
중구,총계,50~59세,일반가구수,,,14432,14263,14327,14248
중구,총계,60~69세,일반가구수,,,12156,12425,12469,12621
중구,총계,70~79세,일반가구수,,,7861,8258,8573,8858
중구,총계,80세이상,일반가구수,,,2580,2792,3103,3488
중구,남자,총계,일반가구수,,,41894,41325,40697,39606
중구,남자,30세미만,일반가구수,,,389,413,408,350
중구,남자,30~39세,일반가구수,,,4616,4238,3923,3282
중구,남자,40~49세,일반가구수,,,10047,9592,9065,8440
중구,남자,50~59세,일반가구수,,,10881,10675,10625,10519
중구,남자,60~69세,일반가구수,,,8911,8997,8884,8890
중구,남자,70~79세,일반가구수,,,5477,5716,5908,5997
중구,남자,80세이상,일반가구수,,,1573,1694,1884,2128
중구,여자,총계,일반가구수,,,14750,15322,15804,16115
중구,여자,30세미만,일반가구수,,,250,302,331,327
